Job Id,Work Type,Job Title,Experience,Qualifications,Salary Range,location,Country,Role,Job Description
66,Part-Time,Customer Service Manager,0 to 8 Years,BCA,$55K-$96K,Yaounde,Cameroon,Service Quality Assurance Manager,"Service Quality Assurance Managers monitor and evaluate service quality in an organization. They develop quality standards, conduct audits, analyze customer feedback, and implement improvements to ensure consistent high-quality service delivery.. Quality assurance Quality control Process improvement Audit procedures Compliance standards Root cause analysis. Ensure service quality and consistency by defining and implementing QA standards and processes. Conduct regular quality audits and provide feedback to the team. Identify areas for improvement and training."
67,Full-Time,Procurement Manager,4 to 13 Years,MBA,$59K-$101K,Gaza,West Bank and Gaza,Procurement Analyst,"Analyze procurement data, identify cost-saving opportunities, and support the procurement process.. Procurement processes Vendor assessment Contract negotiation Purchase order management Spend analysis Market research Supplier relationship management Data analysis Problem-solving Attention to detail Communication skills Financial acumen. Analyze procurement data and trends to support decision-making. Conduct supplier evaluations and performance assessments. Assist in procurement planning and forecasting."
68,Intern,Substance Abuse Counselor,3 to 10 Years,B.Com,$63K-$114K,Roseau,Dominica,Family Counselor,"A Family Counselor works with families to address interpersonal issues, improve communication, and resolve conflicts, fostering healthier family dynamics.. Family counseling Marriage and family therapy Conflict resolution skills. Work with the families of individuals facing substance abuse challenges. Provide education and therapy to improve family dynamics and support networks. Collaborate with treatment teams."
69,Intern,Supply Chain Analyst,1 to 15 Years,MCA,$64K-$82K,Castries,St. Lucia,Logistics Analyst,"A Logistics Analyst analyzes and optimizes logistics and supply chain operations, identifying cost-saving opportunities, improving transportation efficiency, and enhancing supply chain performance.. Supply chain analysis Data analytics Inventory management Transportation planning Problem-solving. Analyze and optimize logistics and supply chain processes, including transportation and warehousing. Monitor inventory levels and track shipments. Identify cost-saving opportunities."
70,Intern,Data Engineer,0 to 9 Years,B.Tech,$56K-$125K,London,UK,Data Architect,"A Data Architect designs and manages data infrastructure, ensuring data availability, security, and integrity while aligning data systems with business goals and requirements.. Data architecture design Database management systems Data modeling. Design data architecture and systems to meet business needs. Develop data models and database schemas. Ensure data security and compliance."
71,Part-Time,Sales Manager,3 to 9 Years,MCA,$64K-$83K,Kabul,Afghanistan,Regional Sales Director,"Oversee sales operations within a specific region, develop sales plans, and manage regional sales teams.. Sales strategy development Territory management Sales team leadership. Oversee sales activities and strategy for a specific geographic region. Develop sales plans and objectives. Analyze regional market trends and competition."
72,Contract,Supply Chain Analyst,5 to 8 Years,BBA,$58K-$88K,Ulaanbaatar,Mongolia,Logistics Analyst,"A Logistics Analyst analyzes and optimizes logistics and supply chain operations, identifying cost-saving opportunities, improving transportation efficiency, and enhancing supply chain performance.. Supply chain analysis Data analytics Inventory management Transportation planning Problem-solving. Analyze and optimize logistics and supply chain processes, including transportation and warehousing. Monitor inventory levels and track shipments. Identify cost-saving opportunities."
73,Part-Time,UX/UI Designer,5 to 14 Years,BA,$56K-$128K,San Marino,San Marino,User Interface Designer,"User Interface Designers focus on the visual and interactive aspects of digital interfaces. They design layouts, buttons, and other elements to ensure a cohesive and visually appealing user interface.. UI design principles and best practices Graphic design tools (e.g., Adobe Photoshop, Illustrator) Typography and color theory Visual design and layout Responsive design. Create visually appealing user interfaces (UI) that align with brand aesthetics and enhance user engagement. Design interface elements and interactive components. Ensure UI consistency across digital platforms."
74,Contract,Software Tester,2 to 12 Years,BA,$65K-$88K,Ulaanbaatar,Mongolia,Quality Assurance Analyst,"A Quality Assurance Analyst tests software and products to ensure they meet quality standards. They identify defects, report issues, and work with development teams to resolve problems.. Quality assurance processes Testing methodologies (e.g., manual, automated) Bug tracking and reporting Test case development Regression testing. Test software applications and systems to identify defects and ensure quality. Create test plans, test cases, and test scripts. Collaborate with development teams to resolve issues."
75,Contract,Software Tester,1 to 9 Years,MCA,$64K-$82K,Bratislava,Slovak Republic,Quality Assurance Analyst,"A Quality Assurance Analyst tests software and products to ensure they meet quality standards. They identify defects, report issues, and work with development teams to resolve problems.. Quality assurance processes Testing methodologies (e.g., manual, automated) Bug tracking and reporting Test case development Regression testing. Test software applications and systems to identify defects and ensure quality. Create test plans, test cases, and test scripts. Collaborate with development teams to resolve issues."
